"","STATUS","unique_id","title","meets_inclusion_criteria","source","professional_medical_society_code","professional_medical_society","link","publication_reaffirmation_date","year"
"42","Archived",976,"Challenging behaviour and learning disabilities  prevention and interventions for people with learning disabilities whose behaviour challenges.",FALSE,"National Institute for Health and Care Excellence (NICE). Challenging behaviour and learning disabilities  prevention and interventions for people with learning disabilities whose behaviour challenges. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 May 29. 59 p. (NICE guideline; no. 11).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng11","2015 May 29",2015
"43","Archived",977,"Violence and aggression  short-term management in mental health, health and community settings.",FALSE,"National Institute for Health and Care Excellence (NICE). Violence and aggression  short-term management in mental health, health and community settings. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 May 28. 65 p. (NICE guideline; no. 10).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng10","2015 May 28",2015
"44","Archived",1005,"Chronic kidney disease  managing anaemia.",FALSE,"National Institute for Health and Care Excellence (NICE). Chronic kidney disease  managing anaemia. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Jun 3. 45 p. (NICE guideline; no. 8).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng8","2015 Jun 3",2015
"45","Archived",753,"Guidelines of care for the management of atopic dermatitis. Section 4. Prevention of disease flares and use of adjunctive therapies and approaches.",FALSE,"Sidbury R, Tom WL, Bergman JN, Cooper KD, Silverman RA, Berger TG, Chamlin SL, Cohen DE, Cordoro KM, Davis DM, Feldman SR, Hanifin JM, Krol A, Margolis DJ, Paller AS, Schwarzenberger K, Simpson EL, Williams HC, Elmets CA, Block J, Harrod CG, Smith Begolka W, Eichenfield LF. Guidelines of care for the management of atopic dermatitis  Section 4. Prevention of disease flares and use of adjunctive therapies and approaches. J Am Acad Dermatol. 2014 Dec;71(6) 1218-33.  [157 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=25264237  PubMed )","[dfda58958ffc5e3456f030404c469962,]","[American Academy of Dermatology (AAD), ]","https //www.aad.org/File%20Library/Main%20navigation/Practice%20tools/Quality%20care%20and%20guidelines/AD-part-4.pdf","2014 Dec",2014
"46","Archived",528,"American Gastroenterological Association Institute guideline on the diagnosis and management of asymptomatic neoplastic pancreatic cysts.",FALSE,"Vege SS, Ziring B, Jain R, Moayyedi P, Clinical Guidelines Committee, American Gastroenterology Association (AGA). American Gastroenterological Association Institute guideline on the diagnosis and management of asymptomatic neoplastic pancreatic cysts. Gastroenterology. 2015 Apr;148(4) 819-22; quiz 12-3.  [3 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=25805375  PubMed )","[355227a398fcdf8fee1c6b32886dccf1,]","[American Gastroenterological Association (AGA) Institute, ]","https //www.gastrojournal.org/article/S0016-5085(15)00100-6/pdf","2015 Apr",2015
"47","Archived",975,"Bronchiolitis in children  diagnosis and management.",FALSE,"National Institute for Health and Care Excellence (NICE). Bronchiolitis in children  diagnosis and management. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Jun 1. 19 p. (NICE guideline; no. 9).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng9","2015 Jun 1",2015
"48","Archived",242,"The use of prophylactic antibiotics prior to dental procedures in patients with prosthetic joints  evidence-based clinical practice guideline for dental practitioners—a report of the American Dental Association Council on Scientific Affairs.",TRUE,"Sollecito TP, Abt E, Lockhart PB, Truelove E, Paumier TM, Tracy SL, Tampi M, Beltrán-Aguilar ED, Frantsve-Hawley J. The use of prophylactic antibiotics prior to dental procedures in patients with prosthetic joints  Evidence-based clinical practice guideline for dental practitioners—a report of the American Dental Association Council on Scientific Affairs. J Am Dent Assoc. 2015 Jan;146(1) 11-16.e8.  [21 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=25569493  PubMed )","[cd0899266153ece9c80c7f957e99cddc,]","[American Dental Association (ADA), ]","https //jada.ada.org/article/S0002-8177(14)00019-1/pdf","2015 Jan",2015
"49","Archived",273,"Platelet transfusion  a clinical practice guideline from the AABB.",FALSE,"Kaufman RM, Djulbegovic B, Gernsheimer T, Kleinman S, Tinmouth AT, Capocelli KE, Cipolle MD, Cohn CS, Fung MK, Grossman BJ, Mintz PD, O Malley BA, Sesok-Pizzini DA, Shander A, Stack GE, Webert KE, Weinstein R, Welch BG, Whitman GJ, Wong EC, Tobian AA, AABB. Platelet transfusion  a clinical practice guideline from the AABB. Ann Intern Med. 2015 Feb 3;162(3) 205-13.  [73 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=25383671  PubMed )","[1ccf1afb99298bf05151daef06e43a80,]","[Association for the Advancement of Blood & Biotherapies (AABB), ]","http //annals.org/aim/fullarticle/1930861/platelet-transfusion-clinical-practice-guideline-from-aabb","2015 Feb 3",2015
"50","Archived",382,"Methadone safety  a clinical practice guideline from the American Pain Society and College on Problems of Drug Dependence, in collaboration with the Heart Rhythm Society.",FALSE,"Chou R, Cruciani RA, Fiellin DA, Compton P, Farrar JT, Haigney MC, Inturrisi C, Knight JR, Otis-Green S, Marcus SM, Mehta D, Meyer MC, Portenoy R, Savage S, Strain E, Walsh S, Zeltzer L, American Pain Society, Heart Rhythm Society. Methadone safety  a clinical practice guideline from the American Pain Society and College on Problems of Drug Dependence, in collaboration with the Heart Rhythm Society. J Pain. 2014 Apr;15(4) 321-37. [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=24685458  PubMed )","[958b28a787ea053b12d1465432c60a4d,9e9754dfe6888497f5ac59568bdbf68a,]","[American Pain Society, College on Problems of Drug Dependence, ]","https //www.jpain.org/article/S1526-5900(14)00522-7/pdf","2014 Apr",2014
"51","Archived",454,"An international ISHLT/ATS/ERS clinical practice guideline  diagnosis and management of bronchiolitis obliterans syndrome.",TRUE,"Meyer KC, Raghu G, Verleden GM, Corris PA, Aurora P, Wilson KC, Brozek J, Glanville AR, ISHLT/ATS/ERS BOS Task Force Committee. An international ISHLT/ATS/ERS clinical practice guideline  diagnosis and management of bronchiolitis obliterans syndrome. Eur Respir J. 2014 Dec;44(6) 1479-503.  [180 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=25359357  PubMed )","[a25647fcb1ecb3ffbe7ace93678f347b,93ade646aee991abbc3ff4557dbcad9b,4e377d44dc77f14bffa7274b515753c3,]","[European Respiratory Society (ERS), American Thoracic Society (ATS), International Society for Heart and Lung Transplantation (ISHLT), ]","http //erj.ersjournals.com/content/erj/44/6/1479.full.pdf","2014 Dec",2014
"52","Archived",129,"WHO position paper on mammography screening.",TRUE,"World Health Organization (WHO). WHO position paper on mammography screening. Geneva (Switzerland)  World Health Organization (WHO); 2014. 78 p.  [51 references ]","[4dae77f6329f57c8a923a1c944661c1f,]","[World Health Organization (WHO), ]","http //apps.who.int/iris/bitstream/handle/10665/137339/9789241507936_eng.pdf?sequence=1","2014",2014
"53","Archived",1030,"Safe midwifery staffing for maternity settings.",FALSE,"National Institute for Health and Care Excellence (NICE). Safe midwifery staffing for maternity settings. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Feb 27. 67 p. (NICE guideline; no. 4).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng4","2015 Feb 27",2015
"54","Archived",125,"Guideline for management of wounds in patients with lower-extremity arterial disease.",TRUE,"Wound, Ostomy and Continence Nurses (WOCN) Society. Guideline for management of wounds in patients with lower-extremity arterial disease. Mount Laurel (NJ)  Wound, Ostomy and Continence Nurses (WOCN) Society; 2014. 204 p. (WOCN clinical practice guideline series; no. 1).  [625 references ]","[327aa7e1b5607ba2335ed865d5d5e342,]","[Wound, Ostomy and Continence Nurses (WOCN) Society, ]","http //www.wocn.org/bookstore","2014",2014
"55","Published",422,"Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2C9 and HLA-B genotypes and phenytoin dosing  2020 update.",TRUE,"Karnes JH, Rettie AE, Somogyi AA, Huddart R, Fohner AE, Formea CM, Lee MTM, Llerena A, Whirl-Carrillo M, Klein TE, Phillips EJ, Mintzer S, Gaedigk A, Caudle KE, Callaghan JT. Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2C9 and HLA-B genotypes and phenytoin dosing  2020 update. Clin Pharmacol Ther. 2021 Feb;109(2) 302-309.  [37 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32779747/  PubMed )","[e1dfac05efd7e2bcabe2b0ff26bd6cab,]","[Clinical Pharmacogenetics Implementation Consortium (CPIC), ]","https //ascpt.onlinelibrary.wiley.com/doi/epdf/10.1002/cpt.2008","2021 Feb",2021
"56","Archived",158,"Screening for thyroid dysfunction  U.S. Preventive Services Task Force recommendation statement.",FALSE,"U.S. Preventive Services Task Force. Screening for thyroid dysfunction  U.S. Preventive Services Task Force recommendation statement. Ann Intern Med. 2015 May 5;162(9) 641-50.  [45 references ] [PubMed](https //www.ncbi.nlm.nih.gov/pubmed/25798805  PubMed )","[776d8e4a948e573892bf43977e4ee9f8,]","[U.S. Preventive Services Task Force (USPSTF), ]","http //annals.org/aim/fullarticle/2208599/screening-thyroid-dysfunction-u-s-preventive-services-task-force-recommendation","2015 May 5",2015
"57","Archived",103,"Evidence-based guideline  management of an unprovoked first seizure in adults.",TRUE,"Krumholz A, Wiebe S, Gronseth GS, Gloss DS, Sanchez AM, Kabir AA, Liferidge AT, Martello JP, Kanner AM, Shinnar S, Hopp JL, French JA. Evidence-based guideline  management of an unprovoked first seizure in adults  report of the Guideline Development Subcommittee of the American Academy of Neurology and the American Epilepsy Society. Neurology. 2015 Apr 21;84(16) 1705-13.  [38 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=25901057  PubMed )","[fcef653d3ad4cc5aa99a27837276a3a1,1e88dd8d219071d22a5bdad2e9be2ed5,]","[American Academy of Neurology (AAN), American Epilepsy Society (AES), ]","https //www.aan.com/Guidelines/home/GuidelineDetail/687","2015 Apr 21",2015
"58","Archived",221,"Primary prevention of childhood obesity, second edition.",FALSE,"Registered Nurses  Association of Ontario (RNAO). Primary prevention of childhood obesity, second edition. Toronto (ON)  Registered Nurses  Association of Ontario (RNAO); 2014 May. 140 p.  [265 references ]","[0c5ef0ec55c929341afd3871c9e283fe,]","[Registered Nurses  Association of Ontario (RNAO), ]","https //rnao.ca/sites/rnao-ca/files/Childhood_obesity_FINAL_19.12.2014.pdf","2014 May",2014
"59","Archived",974,"Diabetes in pregnancy  management from preconception to the postnatal period.",FALSE,"National Institute for Health and Care Excellence (NICE). Diabetes in pregnancy  management from preconception to the postnatal period. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Feb 25. 55 p. (NICE guideline; no. 3).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng3","2015 Feb 25",2015
"60","Archived",973,"Bladder cancer  diagnosis and management.",FALSE,"National Institute for Health and Care Excellence (NICE). Bladder cancer  diagnosis and management. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Feb 25. 57 p. (NICE guideline; no. 2).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng2","2015 Feb 25",2015
"61","Archived",1029,"Preventing excess weight gain.",FALSE,"National Institute for Health and Care Excellence (NICE). Preventing excess weight gain. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Mar 13. 56 p. (NICE guideline; no. 7).


","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng7","2015 Mar 13",2015
"62","Archived",734,"Clinical practice guideline  planning for labor and vaginal birth after cesarean.",FALSE,"American Academy of Family Physicians. Clinical practice guideline  planning for labor and vaginal birth after cesarean. Leawood (KS)  American Academy of Family Physicians; 2014 May. 20 p.  [51 references ]","[f2c443de49e8db980cfaf1ed1a6b9a67,]","[American Academy of Family Physicians (AAFP), ]","https //www.aafp.org/dam/AAFP/documents/patient_care/clinical_recommendations/AAFP%20PVBAC%20guideline.pdf","2014 May",2014
"63","Archived",1028,"Medicines optimisation  the safe and effective use of medicines to enable the best possible outcomes.",FALSE,"National Institute for Health and Care Excellence (NICE). Medicines optimisation  the safe and effective use of medicines to enable the best possible outcomes. London (UK)  National Institute for Health and Care Excellence (NICE); 2015 Mar 4. 48 p. (NICE guideline; no. 5).","[98c36041002547b2fc68cd7d2fc19855,]","[National Institute for Health and Care Excellence (NICE), ]","https //www.nice.org.uk/guidance/ng5","2015 Mar 4",2015
"64","Archived",871,"Evaluation and treatment of functional constipation in infants and children  evidence-based recommendations from ESPGHAN and NASPGHAN.",FALSE,"Tabbers MM, DiLorenzo C, Berger MY, Faure C, Langendam MW, Nurko S, Staiano A, Vandenplas Y, Benninga MA. Evaluation and treatment of functional constipation in infants and children  evidence-based recommendations from ESPGHAN and NASPGHAN. J Pediatr Gastroenterol Nutr. 2014 Feb;58(2) 258-74.  [111 references ] [PubMed](http //www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&amp;db=pubmed&amp;dopt=Abstract&amp;list_uids=24345831  PubMed )","[f76b8ac5df1e24aef97dd70ae69f1dc7,1Dpwt8Xj9OGmsIik822WiG,]","[North American Society for Pediatric Gastroenterology, Hepatology, and Nutrition (NASPGHAN), European Society for Paediatric Gastroenterology Hepatology and Nutrition (ESPGHAN), ]","https //www.naspghan.org//files/documents/pdfs/position-papers/Constipation_Feb_2014.pdf","2014 Feb",2014
"65","Published",527,"AGA clinical practice guideline on the pharmacological management of irritable bowel syndrome with constipation.",TRUE,"Chang L, Sultan S, Lembo A, Verne GN, Smalley W, Heidelbaugh JJ. AGA clinical practice guideline on the pharmacological management of irritable bowel syndrome with constipation. Gastroenterology. 2022 Jul;163(1) 118-136.  [76 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35738724/  PubMed )","[355227a398fcdf8fee1c6b32886dccf1,]","[American Gastroenterological Association (AGA) Institute, ]","https //www.gastrojournal.org/action/showPdf?pii=S0016-5085%2822%2900390-0","2022 Jul",2022
"66","Archived",672,"ACR Appropriateness Criteria® upper extremity swelling.",FALSE,"Dill KE, Bennett SJ, Hanley M, Bandyk DF, Gage KL, Gerhard-Herman MD, Gornik HL, Johnson PT, Oliva IB, Ptak T, Steigner ML, Strax R, Rybicki FJ, Expert Panel on Vascular Imaging. ACR Appropriateness Criteria® upper extremity swelling. Reston (VA)  American College of Radiology (ACR); 2014. 9 p.  [67 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/69417/Narrative","2014",2014
"67","Archived",582,"ACR Appropriateness Criteria® blunt chest trauma — suspected aortic injury.",FALSE,"Kim H, Rybicki FJ, Majdalany BS, Francois CJ, Gerhard-Herman MD, Gornik HL, Moriarty JM, Norton PT, Ptak T, Weiss CR, Kalva SP, Expert Panel on Vascular Imaging. ACR Appropriateness Criteria® blunt chest trauma — suspected aortic injury. Reston (VA)  American College of Radiology (ACR); 2014. 7 p.  [47 references ]","[de8f284ffbbd62d898329958504bd620,]","[American College of Radiology (ACR), ]","https //acsearch.acr.org/docs/69410/Narrative","2014",2014
